block	ave	block_ave	err
609	0.503876	0.502039	0.00117235
610	0.527606	0.502081	0.00117117
611	0.502791	0.502082	0.00116926
612	0.498797	0.502077	0.00116736
613	0.519316	0.502105	0.0011658
614	0.533415	0.502156	0.00116501
615	0.540312	0.502218	0.00116477
616	0.559303	0.50231	0.00116655
617	0.492045	0.502294	0.00116478
618	0.536229	0.502348	0.00116419
619	0.460251	0.50228	0.00116429
620	0.537966	0.502338	0.00116384
621	0.478633	0.5023	0.00116259
622	0.534906	0.502352	0.0011619
623	0.473793	0.502306	0.00116094
624	0.502178	0.502306	0.00115908
625	0.497253	0.502298	0.00115726
626	0.488365	0.502276	0.00115562
627	0.5529	0.502356	0.00115659
628	0.545104	0.502424	0.00115675
629	0.450797	0.502342	0.00115782
630	0.507986	0.502351	0.00115602
631	0.526016	0.502389	0.00115479
632	0.474334	0.502345	0.00115382
633	0.473759	0.502299	0.00115288
634	0.493612	0.502286	0.00115114
635	0.499715	0.502282	0.00114934
636	0.471331	0.502233	0.00114856
637	0.52725	0.502272	0.00114743
638	0.507536	0.502281	0.00114566
639	0.500677	0.502278	0.00114387
640	0.536046	0.502331	0.0011433
641	0.516525	0.502353	0.00114173
642	0.530837	0.502397	0.00114082
643	0.49236	0.502382	0.00113915
644	0.511068	0.502395	0.00113746
645	0.495393	0.502384	0.00113575
646	0.49644	0.502375	0.00113403
647	0.50074	0.502373	0.00113228
648	0.519699	0.502399	0.00113085
649	0.481884	0.502368	0.00112955
650	0.473292	0.502323	0.0011287
651	0.473505	0.502279	0.00112784
652	0.482308	0.502248	0.00112652
653	0.519557	0.502275	0.00112511
654	0.576003	0.502387	0.00112902
655	0.457065	0.502318	0.00112941
656	0.535367	0.502368	0.00112881
657	0.508816	0.502378	0.00112714
658	0.53435	0.502427	0.00112647
659	0.525763	0.502462	0.00112532
660	0.487509	0.50244	0.00112384
661	0.532603	0.502485	0.00112307
662	0.497004	0.502477	0.0011214
663	0.55766	0.50256	0.00112279
664	0.527021	0.502597	0.0011217
665	0.490864	0.502579	0.00112016
666	0.513866	0.502596	0.00111861
667	0.471259	0.502549	0.00111791
668	0.505113	0.502553	0.00111625
669	0.518138	0.502576	0.00111482
670	0.491373	0.502559	0.00111329
671	0.437561	0.502463	0.00111583
672	0.529362	0.502503	0.00111489
673	0.488663	0.502482	0.00111342
674	0.475166	0.502442	0.00111251
675	0.471815	0.502396	0.00111178
676	0.441691	0.502307	0.00111375
677	0.493365	0.502294	0.00111219
678	0.454485	0.502223	0.00111278
679	0.529335	0.502263	0.00111186
680	0.485271	0.502238	0.0011105
681	0.463103	0.502181	0.00111036
682	0.532661	0.502225	0.00110963
683	0.509772	0.502236	0.00110806
684	0.534708	0.502284	0.00110746
685	0.482555	0.502255	0.00110621
686	0.448092	0.502176	0.00110741
687	0.454204	0.502106	0.001108
688	0.503896	0.502109	0.00110639
689	0.509111	0.502119	0.00110483
690	0.480077	0.502087	0.00110369
691	0.539425	0.502141	0.00110342
692	0.475919	0.502103	0.00110247
693	0.541144	0.50216	0.00110232
694	0.453867	0.50209	0.00110293
695	0.523804	0.502121	0.00110178
696	0.549355	0.502189	0.00110228
697	0.500059	0.502186	0.00110071
698	0.459329	0.502125	0.00110084
699	0.469093	0.502078	0.00110028
700	0.535388	0.502125	0.00109974
701	0.480452	0.502094	0.0010986
702	0.527582	0.50213	0.00109764
703	0.462558	0.502074	0.00109752
704	0.510068	0.502086	0.00109602
705	0.532802	0.502129	0.00109533
706	0.509995	0.50214	0.00109384
707	0.433805	0.502044	0.00109655
708	0.50613	0.502049	0.00109501
709	0.513032	0.502065	0.00109358
710	0.453905	0.501997	0.00109414
711	0.44068	0.501911	0.00109599
712	0.488713	0.501893	0.00109461
713	0.433336	0.501797	0.00109728
714	0.479441	0.501765	0.00109619
715	0.488617	0.501747	0.00109482
716	0.489381	0.50173	0.00109342
717	0.46864	0.501684	0.00109287
718	0.521828	0.501712	0.00109171
719	0.447806	0.501637	0.00109276
720	0.512806	0.501652	0.00109135
721	0.573077	0.501751	0.00109432
722	0.493547	0.50174	0.00109287
723	0.492556	0.501727	0.00109143
724	0.520491	0.501753	0.00109023
725	0.470835	0.50171	0.00108956
726	0.470716	0.501668	0.00108889
727	0.447241	0.501593	0.00108997
728	0.485909	0.501572	0.00108868
729	0.515778	0.501591	0.00108736
730	0.47808	0.501559	0.00108635
731	0.53318	0.501602	0.00108573
732	0.51544	0.501621	0.00108441
733	0.494196	0.501611	0.00108298
734	0.466979	0.501564	0.00108253
735	0.560845	0.501644	0.00108405
736	0.45946	0.501587	0.00108409
737	0.515059	0.501605	0.00108278
738	0.510671	0.501617	0.00108138
739	0.481771	0.501591	0.00108025
740	0.507986	0.501599	0.00107883
741	0.532172	0.501641	0.00107816
742	0.531376	0.501681	0.00107745
743	0.534527	0.501725	0.00107691
744	0.515228	0.501743	0.00107561
745	0.482567	0.501717	0.00107448
746	0.523435	0.501746	0.00107343
747	0.49915	0.501743	0.001072
748	0.497432	0.501737	0.00107059
749	0.415553	0.501622	0.00107531
750	0.496937	0.501616	0.0010739
751	0.544381	0.501673	0.00107398
752	0.518395	0.501695	0.00107278
753	0.446758	0.501622	0.00107383
754	0.536206	0.501668	0.00107339
755	0.482118	0.501642	0.00107228
756	0.477017	0.501609	0.00107135
757	0.491566	0.501596	0.00107002
758	0.477513	0.501564	0.00106908
759	0.453431	0.501501	0.00106955
760	0.541265	0.501553	0.00106942
761	0.522309	0.501581	0.00106836
762	0.480396	0.501553	0.00106732
763	0.480523	0.501525	0.00106628
764	0.522939	0.501553	0.00106525
765	0.483598	0.50153	0.00106412
766	0.516952	0.50155	0.00106292
767	0.479017	0.501521	0.00106194
768	0.50759	0.501529	0.00106059
769	0.520154	0.501553	0.00105949
770	0.513488	0.501568	0.00105823
771	0.504945	0.501573	0.00105686
772	0.553993	0.50164	0.00105767
773	0.54154	0.501692	0.00105756
